Dirección;Localidad;Teléfono;email;Entidad_Titular;Sector;servicio_id;cod_catalogo;des_catalogo;CUSEC;Seccion_id
AVENIDA COMUNEROS;SALAMANCA;607 771891;leon@accem.es;ACCEM;INCLUSIÓN SOCIAL;2714;29.10;Servicio de alojamiento para personas sin hogar;3727402006;1874
CALLE CRUZ ROJA 1;SALAMANCA;923 221032;salamanca@cruzroja.es;CRUZ ROJA ESPAÑOLA;(FAMILIA);2716;12.9;Serv.formación de cuidadores/as no profesionales de personas con dependencia;3727405008;1938
CALLE ESPEJO 14;SALAMANCA;923 217410;m.estilita.martin@lasalina.es;DIPUTACIÓN PROVINCIAL DE SALAMANCA;(FAMILIA);2717;12.11;Servicio integral de apoyo a las familias en riesgo de desahucio por deuda hipotecaria;3727404024;1930
CALLE ESPEJO 14;SALAMANCA;923 217410;m.estilita.martin@lasalina.es;DIPUTACIÓN PROVINCIAL DE SALAMANCA;POBLACIÓN GENERAL;2718;1.1;Servicio de información sobre derechos y recursos del sistema de servicios sociales;3727404024;1930
CALLE AZAFRANAL 18 PASAJE, LOCAL 4;SALAMANCA;923 264547;ana@ayudatesalamanca.com;AYUDATE 2009, S.L.;PERSONAS MAYORES;2719;9.2;Servicio de promoción de hábitos y estilos de vida saludables;3727402001;1869
CALLE ALMANSA 11  CENTRO MUNICIPAL LUIS VIVES;SALAMANCA;923 188478;asociaciontas@tas.org.es;ASOCIACIÓN TAS;INCLUSIÓN SOCIAL;2720;26.16;Servicio de apoyo para la inclusión social;3727402006;1874
CALLE DIEGO PISADOR S/N LOCAL;SALAMANCA;923 264539;inice@inice.es;INSTITUTO DE INVESTIGACIONES CIENTIFICAS Y ECOLOGICAS. INICE;PERSONAS MAYORES;2721;9.5;Servicio de promoción del conocimiento y la adquisición de habilidades;3727403009;1897
CALLE POLLO MARTIN 37 BAJO;SALAMANCA;923 228504;vmiguelgil@hotmail.com;RESIDENCIA NUESTRA SEÑORA DE LAS MERCEDES;PERSONAS MAYORES;2722;29.13;Servicio de atención residencial para personas mayores en situación de dependencia;3727405008;1938
CALLE SAN PATRICIO 5-7 BAJO;SALAMANCA;647 411577;notificaciones@cepaim.org;FUNDACIÓN CEPAIM - ACCIÓN INTEGRAL CON MIGRANTES;POBLACIÓN GENERAL;2724;1.1;Servicio de información sobre derechos y recursos del sistema de servicios sociales;3727401006;1862
CALLE MONTEVIDEO 10 (APARTADO DE CORREOS 1038);SALAMANCA;923 187284;escaletl@escaletl.com;ASOCIACIÓN ESCUELA CASTELLANO-LEONESA DE EDUCADORES EN EL TIEMPO LIBRE;VOLUNTARIADO;2728;1.13;Servicio de información especializada sobre voluntariado;3727402006;1874
CALLE PEÑA PRIMERA 19;SALAMANCA;923 279163;ssociales@aytosalamanca.es;AYUNTAMIENTO DE SALAMANCA;POBLACIÓN GENERAL;2730;2.1;Servicio de valoración, orientación, planificación de caso y seguimiento;3727401006;1862
CALLE CASTROVERDE 22;SALAMANCA;923 190150;gestion@saludmentalsalamanca.org;SALUD MENTAL SALAMANCA-AFEMC;PERSONAS CON DISCAPACIDAD;2731;9.3;Servicio de adquisición de competencias para la vida autónoma;3727403009;1897
CALLE CASTROVERDE 22;SALAMANCA;923 190150;gestion@saludmentalsalamanca.org;SALUD MENTAL SALAMANCA-AFEMC;PERSONAS CON DISCAPACIDAD;2734;11.6;Serv. apoyo familiar-promoción autonomía personal-situaciones de dependencia y/o discapacidad;3727403009;1897
AVENIDA FEDERICO ANAYA 62-64 P.5 3º B;SALAMANCA;607 771891;salamanca@accem.es;ACCEM;INCLUSIÓN SOCIAL;2742;29.10;Servicio de alojamiento para personas sin hogar;3727405020;1950
CALLE PAPIN 13 BAJO;SALAMANCA;923 229216;;SOCIEDAD DE SAN VICENTE DE PAUL;INCLUSIÓN SOCIAL;2751;31.1;Servicio de distribución coordinada de alimentos;3727404024;1930
CALLE RECTOR LUCENA 20, 5º G;SALAMANCA;629 138625;mariajesusiglesias@icasal.com;CONCIERTA, ASOCIACION PARA EL FOMENTO DE LA MEDIACION;INFANCIA (Y JUVENTUD);2756;12.5;Servicio de mediación gratuíta en situaciones de conflicto familiar;3727401006;1862
AVENIDA ACUEDUCTO (DEL) 28;SEGOVIA;921 463381;cyl@anar.org;FUNDACION ANAR;INFANCIA (Y JUVENTUD);2789;28.1;Serv. atención en centros de día para el apoyo a la infancia y adolescencia en riesgo;4019404001;2305
CALLE LIRIO (DEL) 5;SEGOVIA;983 218453;notificaciones@foremcyl.es;FUNDACION FORMACION Y EMPLEO DE CASTILLA Y LEON (FOREMCYL);INCLUSIÓN SOCIAL;2791;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;4019404001;2305
CARRETERA RIAZA 25;SEGOVIA;687 584633;segovia@accem.es;ACCEM;INCLUSIÓN SOCIAL;2792;29.10;Servicio de alojamiento para personas sin hogar;4019407004;2331
CALLE PUENTE DE SAN LORENZO (DEL) 22 1º;SEGOVIA;635 957473;presidencia@asejare.org;ASEJARE;TOXICOMANÍAS Y ADICCIONES;2793;2.6;Servicio general de información, orientación, apoyo y seguimiento a personas drogodependientes;4019407004;2331
CALLE SAN AGUSTIN 4;SEGOVIA;921 462820;;CÁRITAS DIOCESANA DE SEGOVIA;INCLUSIÓN SOCIAL;2794;2.5;Servicio de valoración, orientación y planificación de caso para la inclusión social;4019401004;2292
CAMINO PIEDAD (LA) 10;SEGOVIA;921 440202;;CRUZ ROJA ESPAÑOLA;PERSONAS MAYORES;2795;9.4;Servicio de promoción de la relación con el entorno;4019404001;2305
CALLE ALTOS DE LA PIEDAD S/N;SEGOVIA;921 431608;segovia@asociacionamanecer.org;ASOCIACIÓN AMANECER-SALUD MENTAL SEGOVIA;PERSONAS CON DISCAPACIDAD;2796;9.1;Servicio de prevención de la situación de dependencia;4019404001;2305
CALLE PINTOR HERRERA (DEL) 2;SEGOVIA;920 352069;juntadirectiva@espavila.es;ESPAVILA, FORMACIÓN Y DESARROLLO SOCIAL;INCLUSIÓN SOCIAL;2798;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;4019406005;2327
CALLE JOSE ZORRILLA 117;SEGOVIA;921 462820;caritas@caritassegovia.es;CÁRITAS DIOCESANA DE SEGOVIA;INCLUSIÓN SOCIAL;2802;31.1;Servicio de distribución coordinada de alimentos;4019401004;2292
PLAZA MAYOR 1;SORIA;975 240949;eicrespo@soria.es;AYUNTAMIENTO DE SORIA;POBLACIÓN GENERAL;2817;12.11;Servicio integral de apoyo a las familias en riesgo de desahucio por deuda hipotecaria;4217301001;2523
CALLE CABALLEROS 17;SORIA;975 101000;ssociales@dipsoria.es;DIPUTACIÓN PROVINCIAL DE SORIA;POBLACIÓN GENERAL;2818;2.1;Servicio de valoración, orientación, planificación de caso y seguimiento;4217303003;2547
CALLE CABALLEROS 1;LAGUNA DE DUERO;983 540058;servicios.sociales@lagunadeduero.org;AYUNTAMIENTO DE LAGUNA DE DUERO;INCLUSIÓN SOCIAL;2834;26.16;Servicio de apoyo para la inclusión social;4718604040;2913
CALLE OLLEROS 1;MAYORGA;618 617021;INFO@VALDECEA.COM;ASOCIACION CENTRO DE DESARROLLO RURAL VALDECEA;PERSONAS MAYORES;2837;9.4;Servicio de promoción de la relación con el entorno;4708401001;2713
CALLE OLLEROS 1;MAYORGA;618 617021;INFO@VALDECEA.COM;ASOCIACION CENTRO DE DESARROLLO RURAL VALDECEA;PERSONAS MAYORES;2838;9.3;Servicio de adquisición de competencias para la vida autónoma;4708401001;2713
CALLE SANTO DOMINGO DE GUZMAN 1;PEÑAFIEL;914 719719;progestionvalladolid@progestion.org;ASOCIACIÓN PROGESTIÓN;INCLUSIÓN SOCIAL;2842;29.10;Servicio de alojamiento para personas sin hogar;4711401002;2764
CALLE ANTONIO MONTESINOS 14;SALAMANCA;923 186859;trabajadorsocial@insolamis.org;INTEGRACIÓN SOCIO LABORAL MINUSVÁLIDOS PSÍQUICOS INSOLAMIS;PERSONAS CON DISCAPACIDAD;2875;11.6;Serv. apoyo familiar-promoción autonomía personal-situaciones de dependencia y/o discapacidad;3727402006;1874
CALLE SAN CLAUDIO 16;SALAMANCA;923 269698;caritas@caritasalamanca.org;CARITAS DIOCESANA DE SALAMANCA;TOXICOMANÍAS Y ADICCIONES;2879;2.6;Servicio general de información, orientación, apoyo y seguimiento a personas drogodependientes;3727404024;1930
AVENIDA CEDROS 53 BAJO;SALAMANCA;650 114295;;ASOCIACION SALAMANCA ACOGE;INCLUSIÓN SOCIAL;2886;1.10;Servicio de información especializada sobre inclusión social;3727405020;1950
CALLE CRISTO DE LOS MILAGROS 7-13;SALAMANCA;923 211900;;ASOCIACIÓN DE MUJERES DE SALAMANCA PLAZA MAYOR;MUJER;2891;1.6;Servicio de información especializada sobre mujer;3727402001;1869
CALLE ERAS 28;CAMPO DE SAN PEDRO;983 326401;cas@ong-cas.org;COLECTIVOS DE ACCIÓN SOLIDARIA CAS;INCLUSIÓN SOCIAL;2900;26.16;Servicio de apoyo para la inclusión social;4005501001;2148
CALLE ERAS 28;CAMPO DE SAN PEDRO;921 556218;;CODINSE - ASOCIACION COORDINADORA PARA EL DESARROLLO INTEGRAL DEL NORDESTE SEGOVIA;INCLUSIÓN SOCIAL;2902;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;4005501001;2148
AVENIDA JUAN CARLOS I 45;AVILA;920 352069;juntadirectiva@espavila.es;ESPAVILA, FORMACIÓN Y DESARROLLO SOCIAL;INCLUSIÓN SOCIAL;2909;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;0501906012;56
CALLE CAPITAN MENDEZ VIGO 10;AVILA;920 352732;administracion@asociacionfaema.org;FAEMA SALUD MENTAL ÁVILA;PERSONAS CON DISCAPACIDAD;2910;27.4;Servicio de apoyo para la integración sociolaboral de las personas con discapacidad;0501905004;44
CALLE PERELLO Nº 48;BARCELONA;935 160463;admin.sbes@sielbleu.es;FUNDACION SIEL BLEU ESPAÑA;PERSONAS MAYORES;2943;9.2;Servicio de promoción de hábitos y estilos de vida saludables;0000000nan;
CALLE ANTONIO BACIERO S/N;ARANDA DE DUERO;947 462004;administracion@apaceburgos.com;ASOCIACIÓN DE AFECTADOS DE PARÁLISIS CEREBRAL Y AFINES (APACE-BURGOS);PERSONAS CON DISCAPACIDAD;2946;9.1;Servicio de prevención de la situación de dependencia;0901803005;339
CALLE EUROPA 4 6º A;BURGOS;619 742712;burgos@accem.es;ACCEM;INCLUSIÓN SOCIAL;2951;29.10;Servicio de alojamiento para personas sin hogar;0905903005;392
CALLE CRUZ ROJA S/N;BURGOS;947 212311;burgos@cruzroja.es;CRUZ ROJA ESPAÑOLA;(FAMILIA);2952;12.9;Serv.formación de cuidadores/as no profesionales de personas con dependencia;0905905035;437
CALLE MARIANA PINEDA 9;BURGOS;947 238562;fundacion@aspaniasburgos.com;FUNDACIÓN ASPANIAS BURGOS;PERSONAS CON DISCAPACIDAD;2953;13.49;Serv.atención en centros a personas situación dependencia por descanso cuidador o cuidadora;0905903004;391
CALLE VICENTE ALEIXANDRE 17;BURGOS;947 205900;apgitanaburgos@gmail.com;ASOCIACIÓN DE PROMOCIÓN GITANA (APG);INCLUSIÓN SOCIAL;2954;2.5;Servicio de valoración, orientación y planificación de caso para la inclusión social;0905905035;437
AVENIDA INDEPENDENCIA 5;BURGOS;947 462004;administracion@apaceburgos.com;ASOCIACIÓN DE AFECTADOS DE PARÁLISIS CEREBRAL Y AFINES (APACE-BURGOS);PERSONAS CON DISCAPACIDAD;2955;24.11;Servicio de apoyo técnico a personas en situación de dependencia y/o discapacidad.;0905903004;391
PASEO DE LOS CUBOS 11;BURGOS;947 070664;odgestion@odsolidaria.org;FUNDACIÓN ODONTOLÓGICA SOLIDARIA;INCLUSIÓN SOCIAL;2957;10.1;Servicio de acción social comunitaria y promoción de la solidaridad;0905903004;391
AVENIDA CANTABRIA 37 BAJO;BURGOS;619 742712;burgos@accem.es;ACCEM;INCLUSIÓN SOCIAL;2958;2.5;Servicio de valoración, orientación y planificación de caso para la inclusión social;0905905035;437
CALLE CRUZ ROJA S/N;BURGOS;947 212311;burgos@cruzroja.es;CRUZ ROJA ESPAÑOLA;PERSONAS MAYORES;2959;9.2;Servicio de promoción de hábitos y estilos de vida saludables;0905905035;437
PASEO DEL ESPOLÓN 34;BURGOS;947 258600;bsocial@diputaciondeburgos.es;DIPUTACIÓN PROVINCIAL DE BURGOS;(FAMILIA);2960;12.11;Servicio integral de apoyo a las familias en riesgo de desahucio por deuda hipotecaria;0905903004;391
PASEO DEL ESPOLÓN 34;BURGOS;947 258600;bsocial@diputaciondeburgos.es;DIPUTACIÓN PROVINCIAL DE BURGOS;POBLACIÓN GENERAL;2961;1.1;Servicio de información sobre derechos y recursos del sistema de servicios sociales;0000000nan;
PASEO DEL ESPOLÓN 34;BURGOS;947 258600;bsocial@diputacióndeburgos.es;DIPUTACIÓN PROVINCIAL DE BURGOS;INCLUSIÓN SOCIAL;2962;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;0000000nan;
AVENIDA DE LOS REYES CATOLICOS 51;BURGOS;;contabilidad@aclad.net;ACLAD, ATENCIÓN INTEGRAL A COLECTIVOS EN RIESGO;TOXICOMANÍAS Y ADICCIONES;2963;26.18;Serv. de orientación y asesoramiento a personas con drogodependencia con problemas jurídico;0905905020;422
CALLE VIRGEN DEL SALTERIO 4;BURGOS;629 507701;betania@adoratricesb.org;COMUNIDAD ADORATRICES BURGOS;MUJER;2964;2.3;Serv.valoración, orientación, planificación caso - situaciones de violencia de género;0905903005;392
CALLE JUAN DE PADILLA 12;BURGOS;947 223916;direccion@saludmentalburgos.org;ASOCIACIÓN PROSALUD MENTAL DE BURGOS (PROSAME);PERSONAS CON DISCAPACIDAD;2974;24.11;Servicio de apoyo técnico a personas en situación de dependencia y/o discapacidad.;0905905035;437
CALLE FEDERICO OLMEDA 9;BURGOS;947 230650;;"ASOCIACIÓN DE PERSONAS SORDAS DE BURGOS ""FRAY PEDRO PONCE DE LEÓN""";(FAMILIA);2993;12.8;Serv.apoyo familiar -promoción autonomía personal-situaciones de dependencia y/o discapacidad;0905905035;437
CALLE IGLESIA (LA) S/N.de la Iglesia, s/n.;SALGUERO DE JUARROS;947 292601;;ASOCIACIÓN CRISTIANA DE COMUNIDADES PARA LA REHABILITACIÓN DE MARGINADOS- ACCOREMA;INCLUSIÓN SOCIAL;3013;29.10;Servicio de alojamiento para personas sin hogar;0933501001;773
CALLE REYES CATOLICOS 23;MIRANDA DE EBRO;947 312801;empleo@saludmentalmiranda.com;ASOCIACIÓN AYUDA ENFERMOS MENTALES DE MIRANDA - SALUD MENTAL MIRANDA;PERSONAS CON DISCAPACIDAD;3020;27.4;Servicio de apoyo para la integración sociolaboral de las personas con discapacidad;0921904003;686
CALLE REYES CATOLICOS 23;MIRANDA DE EBRO;947 312801;saludmentalmiranda@saludmentalmiranda.com;ASOCIACIÓN AYUDA ENFERMOS MENTALES DE MIRANDA - SALUD MENTAL MIRANDA;INCLUSIÓN SOCIAL;3030;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;0921904003;686
CALLE CAVA 58;PEÑARANDA DE DUERO;947 552091;rdb@riberadelldueroburgalesa.com;ASOCIACIÓN PARA EL  DESARROLLO RURAL INTEGRAL DE LA RIBERA DEL DUERO BURGALESA;MUJER;3036;1.6;Servicio de información especializada sobre mujer;0926101001;719
CALLE CAVA 58;PEÑARANDA DE DUERO;947 552091;rdb@riberadeldueroburgalesa.com;ASOCIACIÓN PARA EL  DESARROLLO RURAL INTEGRAL DE LA RIBERA DEL DUERO BURGALESA;PERSONAS MAYORES;3037;9.3;Servicio de adquisición de competencias para la vida autónoma;0926101001;719
CALLE CARDENAL CISNEROS 9;ROA DE DUERO;947 546080;direcion@saludmentalaranda.org;ASOCIACION SALUD MENTAL ARANDA;PERSONAS CON DISCAPACIDAD;3040;11.6;Serv. apoyo familiar-promoción autonomía personal-situaciones de dependencia y/o discapacidad;0932101002;763
CAMINO SANTA LUCIA;SANTIBAÑEZ-ZARZAGUDA;;;ASOCIACIÓN HUERTECO;INCLUSIÓN SOCIAL;3056;10.1;Servicio de acción social comunitaria y promoción de la solidaridad;0990201001;887
PLAZA MARQUESES DE ASTORGA 9;ASTORGA;650 573903;armabileon@gmail.com;A.R. MABI ASOCIACIÓN DE ALCOHÓLICOS REHABILITADOS MARAGATERIA Y BIERZO;TOXICOMANÍAS Y ADICCIONES;3062;2.6;Servicio general de información, orientación, apoyo y seguimiento a personas drogodependientes;2400802003;907
CALLE FRANCISCO FERNANDEZ DIEZ 30;LEON;699 838574;aladusleon@hotmail.com;ALADUS. ASOCIACIÓN LEONESA PARA EL ACOMPAÑAMIENTO DURANTE EL DUELO GESTACIONAL PERINATAL Y NEONATAL;POBLACIÓN GENERAL;3094;10.1;Servicio de acción social comunitaria y promoción de la solidaridad;2416201001;3525
CALLE GUMERSINDO AZCARATE 7;LEON;656 955843;direccioncyl@gitanos.org;FUNDACION SECRETARIADO GITANO (FSG);INCLUSIÓN SOCIAL;3096;12.10;Servicio de apoyo familiar para la inclusión social;2408903015;1019
CALLE SAN JUAN BOSCO 11;LEON;693 793528;info@cjboscoleon.org;ASOCIACION CENTRO JUVENIL DON BOSCO;INFANCIA (Y JUVENTUD);3097;27.1;Serv. apoyo para integración sociolaboral de menores provenientes de sistemas de infancia;2416201001;3525
CALLE ALFONSO IX 11-13;LEON;638 151174;coeleon@coeleon.es;FUNDACIÓN DENTAL LEONESA;INCLUSIÓN SOCIAL;3098;10.1;Servicio de acción social comunitaria y promoción de la solidaridad;2408903010;1014
AVENIDA INDEPENDENCIA 1;LEON;693 268585;gerencia@amepre.es;ASOCIACIÓN ESPAÑOLA DE MEDICINA PREVENTIVA;TOXICOMANÍAS Y ADICCIONES;3099;11.2;Servicio de prevención del consumo de drogas en el ámbito escolar;2411503001;1134
CALLE CID 24;LEON;987 252535;castillayleon@cruzroja.es;CRUZ ROJA ESPAÑOLA;VOLUNTARIADO;3101;1.13;Servicio de información especializada sobre voluntariado;2411503001;1134
CALLE CID 24;LEON;987 252535;castillayloen@cruzroja.es;CRUZ ROJA ESPAÑOLA;INFANCIA (Y JUVENTUD);3102;26.5;Servicio de apoyo a menores con conductas violentas en la familia;2411503001;1134
CALLE CAMPOS GOTICOS (LOS) 2º-9;LEON;655 191499;asociacion@sindromecontenta.com;ASOCIACIÓN SÍNDROME CONTENTA;PERSONAS CON DISCAPACIDAD;3103;1.8;Servicio de información especializada sobre discapacidad;2408908002;3508
CALLE FOTOGRAFO PEPE GRACIA S/N;LEON;987 208858;info@fpumsa.org;FUNDACIÓN POR UN MAÑANA SIN ALZHEIMER (FPUMSA);PERSONAS MAYORES;3104;9.4;Servicio de promoción de la relación con el entorno;2408908002;3508
AVENIDA ORDOÑO II 10;LEON;987 895727;;AYUNTAMIENTO DE LEÓN;POBLACIÓN GENERAL;3106;1.1;Servicio de información sobre derechos y recursos del sistema de servicios sociales;2408902010;1004
CALLE CID 24;LEON;987 252535;leon@cruzroja.es;CRUZ ROJA ESPAÑOLA;INCLUSIÓN SOCIAL;3107;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;2411503001;1134
AVENIDA INDEPENDENCIA 1;LEON;693 268585;gerencia@amepre.es;ASOCIACIÓN ESPAÑOLA DE MEDICINA PREVENTIVA;POBLACIÓN GENERAL;3109;10.1;Servicio de acción social comunitaria y promoción de la solidaridad;2411503001;1134
CALLE SAN PEDRO;LEON;987 222590;ssvp@ssvp.es;SOCIEDAD DE SAN VICENTE DE PAUL;POBLACIÓN GENERAL;3112;2.1;Servicio de valoración, orientación, planificación de caso y seguimiento;2408910007;1082
CALLE ARCIPRESTE DE HITA 5 4ºC;LEON;983 456634;accionsocial@fundacioncauce.org;FUNDACION CAUCE;INCLUSIÓN SOCIAL;3114;29.10;Servicio de alojamiento para personas sin hogar;2408905008;1048
CALLE CAMPOS GOTICOS (LOS) 5 ALBERGUE ASOCIACIONES CHF;LEON;666 663364;belenaren@activosyfelices.org;ASOCIACION ACTIVOS Y FELICES;POBLACIÓN GENERAL;3115;10.1;Servicio de acción social comunitaria y promoción de la solidaridad;2408908002;3508
PLAZA SAN MARCELO 6;LEON;987 085003;derechossociales@dipuleon.es;DIPUTACIÓN PROVINCIAL DE LEÓN;POBLACIÓN GENERAL;3116;31.1;Servicio de distribución coordinada de alimentos;2408903010;1014
CALLE GRAN VIA DE SAN MARCOS 4;LEON;;;ASOCIACIÓN DE AYUDA A VÍCTIMAS DE AGRESIONES SEXUALES Y VIOLENCIA DOMÉSTICA - ADAVAS;INCLUSIÓN SOCIAL;3117;10.2;Serv.actuaciones preventivas para familias con hijos/as menores en situación de riesgo;2408903010;1014
PLAZA CORTES LEONESAS 9,1ºIZ;LEON;987 210126;gerencia@alfaem.org;ASOCIACIÓN LEONESA DE FAMILIARES Y AMIGOS DE ENFERMOS MENTALES - ALFAEM;MUJER;3123;29.5;Serv. atención integral mujeres víctimas violencia género discapacidad enfermedad mental grave;2411503001;1134
PLAZA CORTES LEONESAS 9,1ºIZQ.;LEON;987 210126;alfaem@alfaem.org;ASOCIACIÓN LEONESA DE FAMILIARES Y AMIGOS DE ENFERMOS MENTALES - ALFAEM;PERSONAS CON DISCAPACIDAD;3127;24.11;Servicio de apoyo técnico a personas en situación de dependencia y/o discapacidad.;2411503001;1134
CALLE TAMBARON S/N;LEON;968 344344;;FUNDACION DIAGRAMA - INTERVENCION PSICOSOCIAL;INFANCIA (Y JUVENTUD);3144;27.1;Serv. apoyo para integración sociolaboral de menores provenientes de sistemas de infancia;2408903015;1019
CALLE MEDICOS SIN FRONTERAS 8;PONFERRADA;987 455120;informacionph@gmail.com;FUNDACIÓN CENTRO ASTORGANO LEONÉS DE SOLIDARIDAD - CALS;TOXICOMANÍAS Y ADICCIONES;3170;11.4;Servicio de prevención del consumo de drogas en el ámbito laboral;2411502017;1133
CALLE LAGO DE CARUCEDO 2 BAJO;PONFERRADA;619 628744;jralonso@usal.es;ASOCIACIÓN EQUIPO ATENEA AUTISMO;PERSONAS CON DISCAPACIDAD;3171;18.1;Servicio de apoyo para la elaboración del proyecto de vida;2411502004;1120
CALLE LAGO DE LA BAÑA 7;PONFERRADA;651 733483;ponferrada.dependencia@gmail.com;MARÍA JESÚS CUELLAS RODRÍGUEZ;PERSONAS MAYORES;3172;29.13;Servicio de atención residencial para personas mayores en situación de dependencia;2411502004;1120
CALLE ESTEBAN DE LA PUENTE S/N;PONFERRADA;987 446600;social_director@ponferrada.org;AYUNTAMIENTO DE PONFERRADA;POBLACIÓN GENERAL;3173;2.1;Servicio de valoración, orientación, planificación de caso y seguimiento;2411501008;1112
CALLE ACACIAS (LAS) 2;PALENCIA;983 306466;;ACLAD, ATENCIÓN INTEGRAL A COLECTIVOS EN RIESGO;MUJER;3200;29.7;Serv atención especializ. mujeres/niñas víctimas trata con fines explotación sexual;4718607022;3510
AVENIDA VACCEOS (LOS) 3;PALENCIA;979 748300;aercyl@hotmail.com;ASOCIACIÓN DE EMIGRANTES RETORNADOS EN CASTILLA Y LEÓN;POBLACIÓN GENERAL;3202;1.1;Servicio de información sobre derechos y recursos del sistema de servicios sociales;3412005004;1428
CALLE ASTERIO MAÑANOS 6 BAJO;PALENCIA;979 746342;coordinadora@saludmentalpalencia.org;ASOCIACION SALUD MENTAL PALENCIA - FEAFES PALENCIA;PERSONAS MAYORES;3209;9.1;Servicio de prevención de la situación de dependencia;3412006002;1441
CALLE ASTERIO MAÑANOS 6 BAJO;PALENCIA;979 746342;coordinadora@saludmentalpalencia.org;ASOCIACION SALUD MENTAL PALENCIA - FEAFES PALENCIA;PERSONAS MAYORES;3212;9.2;Servicio de promoción de hábitos y estilos de vida saludables;3412006002;1441
CALLE FILIBERTO VILLALOBOS 1;BEJAR;923 402270;caritasbejar@caritasbejar.es;CARITAS INTERPARROQUIAL DE BÉJAR;INCLUSIÓN SOCIAL;3235;1.10;Servicio de información especializada sobre inclusión social;3715601001;1736
CALLE BOLIVAR 33;SALAMANCA;983 399643;vrojo@ymca.es;ALIANZA CRISTIANA DE JOVENES DE LA YMCA;INCLUSIÓN SOCIAL;3255;26.16;Servicio de apoyo para la inclusión social;3727405020;1950
